Frame,Time,Distance,TotalTime,TotalDistance,SegmentNum,Sector,Markers,MarkerTime,MarkerFlag,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,SteeringAngle,Throttle,Brake,Gear,LiftAndCoast,Speed,RawSteer,RawThrottle,RawBrake,AutomaticGear,LapDistance,AccelerationLat,AccelerationLong,AccelerationVert,PreEfficiencyPowerFront,PreEfficiencyPowerRear,BatteryPower,BatteryPowerRMS,BatteryNetEnergy,MotorRpmFront,MotorRpmRear,TorqueDiffFront,TorqueDiffRear,MguRotorTorqueFront,MguRotorTorqueRear,WheelSpinFL,WheelSpinFR,WheelSpinRL,WheelSpinRR,VelocityYaw,SuspensionTravelFL,SuspensionTravelFR,SuspensionTravelRL,SuspensionTravelRR,nWheelFL,nWheelFR,nWheelRL,nWheelRR,WheelLoadFL,WheelLoadFR,WheelLoadRL,WheelLoadRR,AeroDrsPosition,AeroSczFront,AeroSczRear,AeroScx,AeroBalance,RideHeightFront,RideHeightRear
n/a,s,m,s,m,n/a,n/a,n/a,n/a,n/a,m,m,m,°,°,°,°,%,%,,,km/h,,,,,km,G,G,G,,,,,,rpm,rpm,Nm,Nm,Nm,Nm,km/h,km/h,km/h,km/h,°/s,mm,mm,mm,mm,rpm,rpm,rpm,rpm,N,N,N,N,%,,,,%,mm,mm
30849.00000,-0.07079,-0.62599,61.69800,322.27240,1.00000,0.00000,0.00000,0.00000,0.00000,511.52330,139.23990,2355.41100,-1.71823,127.52230,-0.81519,0.00000,100.00000,0.00000,1.00000,0.00000,31.48524,0.00000,10000.00000,0.00000,4.00000,0.32211,-0.05898,1.26811,0.02070,NaN,NaN,276.16700,89.94805,0.42022,784.58000,244.29300,145.50740,-11.04517,1988.50300,3031.99400,106.19360,106.24420,32.73211,32.77736,0.51824,58.35128,59.19495,76.33489,75.93552,786.75080,786.83350,244.62660,244.94830,1528.71200,1307.01300,3463.71000,3452.94300,0.00000,2.59658,3.86736,1.28073,40.17025,67.00000,84.00000
30859.00000,-0.05079,-0.44446,61.71800,322.45390,1.00000,0.00000,0.00000,0.00000,0.00000,511.66390,139.24660,2355.30200,-1.73157,127.53140,-0.83234,0.00000,100.00000,0.00000,1.00000,0.00000,32.38385,0.00000,10000.00000,0.00000,4.00000,-0.00061,0.03477,1.28285,0.06675,NaN,NaN,278.53400,277.84370,0.00108,811.81200,251.05700,93.12817,-56.16650,1928.33800,3033.77400,109.58430,109.60690,33.63858,33.67753,0.36918,58.46849,59.28487,76.25214,75.86176,813.85490,813.72240,251.45420,251.73330,1523.87800,1525.78300,3339.31400,3528.11700,0.00000,2.59137,3.88835,1.27980,39.99197,67.00000,83.00000
30869.00000,-0.03079,-0.25797,61.73800,322.64040,1.00000,0.00000,0.00000,0.00000,0.00000,511.80840,139.25310,2355.19100,-1.73624,127.53950,-0.85324,0.00000,100.00000,0.00000,1.00000,0.00000,33.29000,0.00000,10000.00000,0.00000,4.00000,-0.00043,-0.09007,1.32489,0.04909,NaN,NaN,280.97900,279.04340,0.00264,833.69800,258.05600,-24.30981,-98.22192,1930.96000,3030.96300,111.69880,111.70960,34.58485,34.61892,0.27283,58.49853,59.08364,76.24165,75.78784,834.75690,834.83150,258.38820,258.75110,1599.28400,1631.40200,3335.68100,3527.69500,0.00000,2.59375,3.88999,1.27980,40.00393,67.00000,83.00000
30879.00000,-0.01079,-0.06598,61.75800,322.83240,1.00000,0.00000,0.00000,0.00000,0.00000,511.95700,139.25990,2355.07700,-1.74158,127.54270,-0.85718,0.00000,100.00000,0.00000,1.00000,0.00000,34.22351,0.00000,10000.00000,0.00000,4.00000,-0.00024,0.03953,1.31669,0.06048,NaN,NaN,283.50100,280.27780,0.00420,846.77000,265.28500,30.60480,-65.43457,1924.80100,3028.96300,113.18840,113.24440,35.57295,35.59621,0.25384,58.42045,58.90977,76.26903,75.76311,847.64690,847.61180,265.67110,266.04590,1683.82600,1545.63400,3300.13300,3491.56600,0.00000,2.65460,3.89548,1.28136,40.52774,66.00000,83.00000
30889.00000,0.00921,0.13122,61.77800,323.02960,1.00000,0.00000,0.00000,0.00000,0.00000,512.10970,139.26710,2354.95800,-1.75391,127.54840,-0.85422,0.00000,100.00000,0.00000,1.00000,0.00000,35.15842,0.00000,10000.00000,0.00000,4.00000,-0.00005,0.02179,1.30065,-0.07960,NaN,NaN,286.06900,281.54530,0.00579,858.59000,272.66300,96.52814,-93.28491,1894.67900,3026.08200,114.94740,114.97240,36.61929,36.64248,0.35751,58.36403,58.99995,76.35578,75.94976,859.44900,859.51060,273.19800,273.71700,1555.41700,1492.19300,3211.99100,3030.90400,0.00000,2.65573,3.89617,1.28136,40.53373,66.00000,84.00000
30899.00000,0.02921,0.33348,61.79800,323.23180,1.00000,0.00000,0.00000,0.00000,0.00000,512.26660,139.27460,2354.83700,-1.77579,127.55560,-0.86545,0.00000,100.00000,0.00000,1.00000,0.00000,36.07845,0.00000,10000.00000,0.00000,4.00000,0.00015,-0.00435,1.31972,-0.10370,NaN,NaN,288.78000,282.85340,0.00739,872.62100,280.46300,-2.55774,39.55725,1875.43200,3035.30000,116.64240,116.60380,37.62973,37.58049,0.34900,58.45368,58.83479,76.40633,76.27487,873.42650,872.89280,281.00900,281.03010,1396.83200,1650.30000,2930.95400,3043.86900,0.00000,2.65831,3.84990,1.28314,40.84550,66.00000,86.00000
30909.00000,0.04921,0.54088,61.81800,323.43920,1.00000,0.00000,0.00000,0.00000,0.00000,512.42750,139.28250,2354.71300,-1.81259,127.56270,-0.88980,0.00000,100.00000,0.00000,1.00000,0.00000,37.00343,0.00000,10000.00000,0.00000,4.00000,0.00035,0.07146,1.33376,-0.07385,NaN,NaN,291.56000,284.16450,0.00899,883.84000,288.47500,-126.10800,-133.27390,1847.62400,3030.13800,118.03500,117.98730,38.60973,38.55677,0.04024,58.63929,58.62844,76.80991,76.54175,884.74700,884.63230,289.09740,288.94010,1420.60600,1872.11600,2865.58300,3491.97900,0.00000,2.66371,3.82961,1.28393,41.02225,66.00000,87.00000
30919.00000,0.06921,0.75379,61.83800,323.65210,1.00000,0.00000,0.00000,0.00000,0.00000,512.59260,139.29090,2354.58500,-1.87198,127.56540,-0.86969,0.00000,100.00000,0.00000,1.00000,0.00000,37.93732,0.00000,10000.00000,0.00000,4.00000,0.00056,-0.12652,1.32177,0.05168,NaN,NaN,293.75200,285.47020,0.01063,893.24400,294.80400,-158.36400,-203.61280,1841.52000,3032.84400,119.22750,119.28100,39.42831,39.40534,-0.06344,58.69254,58.50872,76.98917,76.22826,893.61100,893.91070,295.24890,295.32750,1590.32500,1543.17500,3247.24100,3770.24300,0.00000,2.66351,3.82945,1.28393,41.02154,66.00000,86.00000
30929.00000,0.08921,0.97135,61.85800,323.86970,1.00000,0.00000,0.00000,0.00000,0.00000,512.76170,139.29960,2354.45500,-1.94190,127.56690,-0.79511,0.00000,100.00000,0.00000,1.00000,0.00000,38.84607,0.00000,10000.00000,0.00000,4.00000,0.00078,0.08756,1.22819,0.17701,NaN,NaN,295.93900,286.72650,0.01227,907.71300,301.12700,426.21920,83.42456,1719.09100,3093.34300,122.34910,122.39190,40.01758,40.01126,0.45294,58.69242,59.01554,75.31882,75.63966,909.67220,910.13540,300.24360,301.12290,1461.15200,1320.83800,5143.21900,3957.93400,0.00000,2.66064,3.87532,1.28228,40.70771,66.00000,82.00000
