Frame,Time,Distance,TotalTime,TotalDistance,SegmentNum,Sector,Markers,MarkerTime,MarkerFlag,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,SteeringAngle,Throttle,Brake,Gear,LiftAndCoast,Speed,RawSteer,RawThrottle,RawBrake,AutomaticGear,LapDistance,AccelerationLat,AccelerationLong,AccelerationVert,PreEfficiencyPowerFront,PreEfficiencyPowerRear,BatteryPower,BatteryPowerRMS,BatteryNetEnergy,MotorRpmFront,MotorRpmRear,TorqueDiffFront,TorqueDiffRear,MguRotorTorqueFront,MguRotorTorqueRear,WheelSpinFL,WheelSpinFR,WheelSpinRL,WheelSpinRR,VelocityYaw,SuspensionTravelFL,SuspensionTravelFR,SuspensionTravelRL,SuspensionTravelRR,nWheelFL,nWheelFR,nWheelRL,nWheelRR,WheelLoadFL,WheelLoadFR,WheelLoadRL,WheelLoadRR,AeroDrsPosition,AeroSczFront,AeroSczRear,AeroScx,AeroBalance,RideHeightFront,RideHeightRear
n/a,s,m,s,m,n/a,n/a,n/a,n/a,n/a,m,m,m,°,°,°,°,%,%,,,km/h,,,,,km,G,G,G,,,,,,rpm,rpm,Nm,Nm,Nm,Nm,km/h,km/h,km/h,km/h,°/s,mm,mm,mm,mm,rpm,rpm,rpm,rpm,N,N,N,N,%,,,,%,mm,mm
10769.00000,-0.03731,-0.90316,21.53800,298.79500,1.00000,0.00000,11.00000,21.57322,1.00000,519.01590,139.42730,2365.84000,1.08729,154.39890,-2.31601,0.00000,100.00000,0.00000,1.00000,0.00000,83.53174,0.00000,10000.00000,0.00000,4.00000,0.29836,0.35408,1.09611,0.80322,NaN,NaN,679.79200,340.50200,1.25365,1669.99300,1813.67300,301.53140,0.00000,2956.39800,1143.70600,206.89980,207.08810,247.78040,247.78040,38.74184,44.01276,36.03622,84.67847,88.49442,1656.29900,1657.10900,1819.34000,1819.34000,10278.87000,8014.89100,0.00000,0.00000,100.00000,1.29678,1.49333,0.94893,46.47776,33.00000,140.00000
10779.00000,-0.01731,-0.41710,21.55800,299.28100,1.00000,0.00000,0.00000,0.00000,0.00000,519.31820,139.44000,2365.46300,0.50855,155.19660,-1.80600,0.00000,100.00000,0.00000,1.00000,0.00000,83.94401,0.00000,10000.00000,0.00000,4.00000,-0.00085,0.17232,0.74335,-0.05871,NaN,NaN,562.50000,562.50000,0.00094,1518.61500,1869.37800,94.52844,0.00000,2767.27200,682.35900,196.01650,196.25390,253.28740,253.89960,41.09998,39.09501,40.27364,85.37915,88.14979,1513.40800,1512.52000,1872.75900,1872.75900,2612.82000,4272.31800,157.50300,0.00000,100.00000,1.56322,1.68245,0.95297,48.16323,39.00000,104.00000
10789.00000,0.00269,0.07290,21.57800,299.77100,1.00000,0.00000,0.00000,0.00000,0.00000,519.62070,139.46310,2365.08200,-0.40918,156.03430,-1.36939,-2.25000,100.00000,0.00000,1.00000,0.00000,84.27567,-125.00000,10000.00000,0.00000,4.00000,-0.00037,0.59770,1.36760,1.58303,NaN,NaN,562.50000,562.50000,0.00407,1479.04300,1837.60400,-460.31240,124.84550,2322.34900,2084.17700,200.29750,200.56240,223.06620,224.39420,37.57053,44.52175,47.86026,66.23817,74.87494,1479.27900,1480.00600,1821.05800,1821.27800,1190.23300,0.00000,15091.79000,11963.98000,100.00000,2.32502,2.86349,0.96929,44.81093,54.00000,65.00000
10799.00000,0.02269,0.56476,21.59800,300.26280,1.00000,0.00000,0.00000,0.00000,0.00000,519.92520,139.48530,2364.69700,-1.16724,156.79590,-1.11365,-8.24400,100.00000,0.00000,1.00000,0.00000,84.88019,-458.00000,10000.00000,0.00000,4.00000,0.00012,0.80285,1.13430,2.05754,NaN,NaN,657.95300,572.87740,0.00732,1548.30300,1601.06600,-77.29968,121.17080,1626.76500,2828.85000,215.23800,215.23800,191.86200,193.39230,31.06817,50.18526,52.29065,50.64362,63.09727,1557.17000,1556.73100,1583.68400,1583.54800,0.00000,0.00000,19010.08000,14342.31000,100.00000,1.06678,3.21735,0.89886,24.90077,67.00000,43.00000
10809.00000,0.04269,1.05883,21.61800,300.75690,1.00000,0.00000,0.00000,0.00000,0.00000,520.23170,139.49990,2364.31200,-1.38757,157.41350,-0.95831,-14.23800,100.00000,0.00000,1.00000,0.00000,85.38652,-791.00000,10000.00000,0.00000,4.00000,0.00061,0.78228,1.12269,1.34038,NaN,NaN,606.77700,608.78140,0.01111,1642.00800,1399.75300,0.00000,191.09500,959.98600,3394.44300,223.88630,223.88630,169.30170,171.01130,23.69899,54.24711,55.25947,45.92913,59.79651,1646.76500,1646.76500,1386.32700,1386.65500,0.00000,0.00000,14854.21000,8530.89200,100.00000,0.61085,3.18378,0.87551,16.09765,72.00000,41.00000
10819.00000,0.06269,1.55515,21.63800,301.25320,1.00000,0.00000,0.00000,0.00000,0.00000,520.54030,139.50750,2363.92600,-1.12146,157.88200,-0.92487,-20.25000,100.00000,0.00000,1.00000,0.00000,85.93950,-1125.00000,10000.00000,0.00000,4.00000,0.00111,-0.01351,0.44900,-0.05413,NaN,NaN,562.50000,599.01650,0.01426,1689.60500,1257.74800,852.44620,1211.03000,973.86900,3025.33400,226.81940,227.48490,166.76270,167.66550,22.87984,57.01828,57.22654,46.48560,59.48770,1688.48800,1690.15200,1255.34900,1257.15300,562.05570,0.00000,2982.18700,0.00000,100.00000,0.48470,3.17045,0.88492,13.26072,71.00000,54.00000
10829.00000,0.08269,2.05188,21.65800,301.75000,1.00000,0.00000,0.00000,0.00000,0.00000,520.85030,139.51030,2363.53800,-0.61261,158.32920,-1.17307,-26.24400,100.00000,0.00000,1.00000,0.00000,86.03676,-1458.00000,10000.00000,0.00000,4.00000,0.00160,0.37594,0.30849,-0.93228,NaN,NaN,562.50000,592.29910,0.01739,1719.47200,1307.93100,-24.79230,470.84120,735.32000,2063.73800,231.70410,231.26940,181.10340,180.90160,23.31694,57.16518,58.45547,52.43134,62.64165,1723.22300,1723.21100,1316.83500,1315.83100,1088.27800,2312.93100,291.03270,1409.95200,100.00000,0.71141,3.13310,0.91131,18.50453,67.00000,69.00000
10839.00000,0.10269,2.55103,21.67800,302.24910,1.00000,0.00000,0.00000,0.00000,0.00000,521.16080,139.50990,2363.15000,-0.06439,158.78810,-1.56232,-32.23800,100.00000,0.00000,1.00000,0.00000,86.02961,-1791.00000,10000.00000,0.00000,4.00000,0.00210,0.21696,0.85699,-0.30623,NaN,NaN,562.50000,587.66990,0.02052,1719.61900,1401.70800,1341.39100,-501.41830,1463.31600,1944.63400,220.06670,220.01840,194.38590,194.02180,24.69534,55.72459,51.66295,59.58092,68.21838,1709.60400,1713.24500,1408.85400,1409.08400,4803.14700,3532.65400,0.00000,546.52700,100.00000,1.49579,3.03448,0.94869,33.01764,56.00000,82.00000
10849.00000,0.12269,3.05229,21.69800,302.75040,1.00000,0.00000,0.00000,0.00000,0.00000,521.47080,139.51230,2362.75800,0.30993,159.27150,-1.85977,-38.23200,100.00000,0.00000,1.00000,0.00000,86.25842,-2124.00000,10000.00000,0.00000,4.00000,0.00260,0.10042,0.32473,0.29501,NaN,NaN,629.54100,586.81090,0.02375,1630.42800,1502.33100,-985.05550,2.84570,1516.16400,1695.56500,216.82770,215.82690,209.39510,209.39510,24.52729,46.43804,42.41091,64.98909,70.13869,1633.52000,1629.37700,1510.74100,1510.74100,0.00000,4601.11600,0.00000,0.00000,100.00000,2.06274,2.77194,0.97078,42.66550,46.00000,93.00000
