Frame,Time,Distance,TotalTime,TotalDistance,SegmentNum,Sector,Markers,MarkerTime,MarkerFlag,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,SteeringAngle,Throttle,Brake,Gear,LiftAndCoast,Speed,RawSteer,RawThrottle,RawBrake,AutomaticGear,LapDistance,AccelerationLat,AccelerationLong,AccelerationVert,PreEfficiencyPowerFront,PreEfficiencyPowerRear,BatteryPower,BatteryPowerRMS,BatteryNetEnergy,MotorRpmFront,MotorRpmRear,TorqueDiffFront,TorqueDiffRear,MguRotorTorqueFront,MguRotorTorqueRear,WheelSpinFL,WheelSpinFR,WheelSpinRL,WheelSpinRR,VelocityYaw,SuspensionTravelFL,SuspensionTravelFR,SuspensionTravelRL,SuspensionTravelRR,nWheelFL,nWheelFR,nWheelRL,nWheelRR,WheelLoadFL,WheelLoadFR,WheelLoadRL,WheelLoadRR,AeroDrsPosition,AeroSczFront,AeroSczRear,AeroScx,AeroBalance,RideHeightFront,RideHeightRear
n/a,s,m,s,m,n/a,n/a,n/a,n/a,n/a,m,m,m,°,°,°,°,%,%,,,km/h,,,,,km,G,G,G,,,,,,rpm,rpm,Nm,Nm,Nm,Nm,km/h,km/h,km/h,km/h,°/s,mm,mm,mm,mm,rpm,rpm,rpm,rpm,N,N,N,N,%,,,,%,mm,mm
18369.00000,-0.06552,-1.07597,36.73800,280.72620,1.00000,0.00000,0.00000,0.00000,0.00000,512.83520,139.26710,2357.67300,-0.87805,163.80520,-1.86331,-10.63800,0.00000,0.00000,1.00000,0.00000,58.37899,-591.00000,0.00000,0.00000,4.00000,0.28043,0.76610,1.77255,0.25625,NaN,NaN,-16.76500,157.59190,0.58337,874.09400,706.41200,533.26490,-43.50278,553.07500,666.21300,109.14320,115.80340,74.07408,74.17822,17.08819,55.15841,58.92378,69.26313,74.44665,845.89150,892.68030,688.67100,688.93700,1863.88100,710.34280,5758.41400,5016.24800,0.00000,2.68523,3.92009,1.28147,40.65256,64.00000,77.00000
18379.00000,-0.04552,-0.74438,36.75800,281.05780,1.00000,0.00000,0.00000,0.00000,0.00000,512.93960,139.27570,2357.36200,-0.98834,164.12940,-1.75580,-16.65000,0.00000,0.00000,1.00000,0.00000,59.53823,-925.00000,0.00000,0.00000,4.00000,-0.00104,1.63914,0.16354,0.30090,NaN,NaN,50.88700,45.03624,0.00014,837.15100,455.34600,876.81340,-174.02440,909.38600,78.85300,103.89600,114.63640,59.09156,59.35569,3.82994,53.86296,60.89544,67.77203,72.97858,812.86220,859.24430,458.29880,453.52540,3113.64200,0.00000,6928.40300,3468.60200,0.00000,2.52445,3.98185,1.27337,38.80007,65.00000,74.00000
18389.00000,-0.02552,-0.41244,36.77800,281.38980,1.00000,0.00000,0.00000,0.00000,0.00000,513.04430,139.28210,2357.04700,-0.98804,164.20530,-1.38605,-22.64400,0.00000,0.00000,1.00000,0.00000,59.73282,-1258.00000,0.00000,0.00000,4.00000,-0.00071,0.90066,0.33552,0.26673,NaN,NaN,51.47600,49.12534,0.00042,805.45500,450.41300,1044.62700,-419.78610,1083.43400,-573.49800,91.36868,114.98050,59.09399,59.54715,-3.66347,51.07710,61.75667,66.61552,73.84813,742.10550,861.36480,450.19350,450.53050,3952.37900,0.00000,6045.45300,1921.35700,0.00000,2.49654,3.96348,1.27337,38.64599,64.00000,76.00000
18399.00000,-0.00552,-0.07888,36.79800,281.72330,1.00000,0.00000,0.00000,0.00000,0.00000,513.15010,139.28680,2356.73200,-0.89352,164.12940,-1.21790,-28.63800,0.00000,0.00000,1.00000,0.00000,59.97241,-1591.00000,0.00000,0.00000,4.00000,-0.00038,0.57651,0.55299,-0.05776,NaN,NaN,52.03300,50.15920,0.00072,754.82300,449.86200,1140.88900,-188.87720,1183.27100,-571.74400,77.38680,112.51840,59.24284,59.59123,-7.12397,49.59715,62.13635,67.61536,75.01102,637.29540,864.07240,449.63720,449.97230,3865.46200,1348.17600,3468.03100,1867.09600,0.00000,2.70213,3.94452,1.28036,40.65403,61.00000,80.00000
18409.00000,0.01448,0.25743,36.81800,282.05960,1.00000,0.00000,0.00000,0.00000,0.00000,513.25740,139.29120,2356.41600,-0.78421,163.98350,-1.35925,-34.63200,0.00000,0.00000,1.00000,0.00000,60.33967,-1924.00000,0.00000,0.00000,4.00000,-0.00005,0.27731,0.65711,-0.28091,NaN,NaN,51.38200,50.76603,0.00102,677.21900,449.97400,1467.60300,165.25700,1522.12300,-578.57100,68.14043,94.91344,59.82892,59.93358,-9.12183,49.45901,59.85370,69.96838,75.91415,549.41840,789.85820,450.01360,450.44640,2726.04500,2288.05900,1856.54700,2023.14400,0.00000,2.87139,3.87918,1.28837,42.53548,59.00000,82.00000
18419.00000,0.03448,0.59571,36.83800,282.39790,1.00000,0.00000,0.00000,0.00000,0.00000,513.36600,139.29710,2356.09700,-0.74094,163.79700,-1.58740,-40.64400,0.00000,0.00000,1.00000,0.00000,60.79911,-2258.00000,0.00000,0.00000,4.00000,0.00029,-0.15288,0.34574,-0.11741,NaN,NaN,-3.23300,46.74011,0.00115,565.62800,455.02200,924.77310,629.36940,959.12700,-553.27800,61.28800,71.41045,60.45200,60.86337,-12.07930,50.41021,57.25905,72.28166,76.29302,479.75660,633.22340,455.20520,455.74350,1993.69300,2610.81800,2348.50000,3075.10500,0.00000,2.94650,3.89808,1.28946,43.04869,59.00000,81.00000
18429.00000,0.05448,0.93506,36.85800,282.73720,1.00000,0.00000,0.00000,0.00000,0.00000,513.47610,139.30410,2355.77700,-0.75909,163.54640,-1.74664,-46.63800,0.00000,0.00000,1.00000,0.00000,61.07346,-2591.00000,0.00000,0.00000,4.00000,0.00063,-0.43022,-0.24719,0.16708,NaN,NaN,-21.94000,43.23763,0.00105,461.37300,460.50000,59.71917,549.34940,98.09700,-478.08300,60.33065,61.71062,60.27339,61.40158,-16.25652,52.01563,55.77108,73.34286,75.45194,459.34400,468.11760,457.01110,464.20730,1837.41200,3422.20600,3855.98200,4000.12900,0.00000,2.96307,3.95475,1.28746,42.83247,59.00000,79.00000
18439.00000,0.07448,1.27341,36.87800,283.07560,1.00000,0.00000,0.00000,0.00000,0.00000,513.58940,139.31110,2355.45700,-0.76721,163.21540,-1.88507,-52.65000,0.00000,0.00000,1.00000,0.00000,60.91963,-2925.00000,0.00000,0.00000,4.00000,0.00097,-0.57909,-0.25950,0.36389,NaN,NaN,-21.92400,40.73344,0.00093,461.07600,460.15100,52.68553,508.68340,-45.85000,-442.69200,59.95662,61.74360,59.86116,61.32180,-20.42564,53.66707,53.95087,73.21250,74.72309,454.48230,467.56200,455.19870,464.79760,1629.05000,4237.90100,4113.02900,4032.44600,0.00000,3.03487,4.01368,1.28629,43.05666,58.00000,79.00000
18449.00000,0.09448,1.61106,36.89800,283.41330,1.00000,0.00000,0.00000,0.00000,0.00000,513.70680,139.31800,2355.14000,-0.73102,162.80220,-2.07388,-58.64400,0.00000,0.00000,1.00000,0.00000,60.74928,-3258.00000,0.00000,0.00000,4.00000,0.00131,-0.76813,-0.25545,0.12753,NaN,NaN,-21.83300,38.77994,0.00082,460.04900,458.26400,50.93101,505.26090,-44.32300,-439.71400,59.63002,61.73932,59.54757,61.23316,-23.98237,55.02471,51.86280,74.21255,74.35516,451.60680,468.32000,451.87650,464.33880,1544.81300,4787.52800,2057.77900,3661.66900,0.00000,3.07026,3.96443,1.28949,43.64454,57.00000,81.00000
